term	image_url
UBERON:0005742	http://upload.wikimedia.org/wikipedia/commons/e/e8/Illu_esophageal_layers.jpg
UBERON:0000159	https://upload.wikimedia.org/wikipedia/commons/0/01/Gray1078.png
UBERON:0001154	http://upload.wikimedia.org/wikipedia/commons/a/ad/Gray536.png
UBERON:0002073	https://upload.wikimedia.org/wikipedia/commons/4/4d/Hair_follicle-en.svg
UBERON:0001821	http://upload.wikimedia.org/wikipedia/commons/4/49/HairFollicle.png
UBERON:0001156	http://upload.wikimedia.org/wikipedia/commons/3/3b/Dickdarm-Schema.svg
UBERON:0001158	http://upload.wikimedia.org/wikipedia/commons/c/ca/Gray1223.png
UBERON:0001245	http://upload.wikimedia.org/wikipedia/commons/7/75/Anorectum.gif
UBERON:0001153	http://upload.wikimedia.org/wikipedia/commons/8/82/Stomach_colon_rectum_diagram.svg
UBERON:0001159	http://upload.wikimedia.org/wikipedia/commons/3/3b/Dickdarm-Schema.svg
UBERON:0001367	http://upload.wikimedia.org/wikipedia/commons/7/75/Anorectum.gif
UBERON:0001052	http://upload.wikimedia.org/wikipedia/commons/7/75/Anorectum.gif
UBERON:0000569	http://upload.wikimedia.org/wikipedia/commons/f/fc/Gray1075.png
UBERON:0002067	http://upload.wikimedia.org/wikipedia/commons/2/23/EpidermisPainted.svg
UBERON:0001245	http://upload.wikimedia.org/wikipedia/commons/6/65/Protovsdeuterostomes.svg
UBERON:0001157	http://upload.wikimedia.org/wikipedia/commons/3/3b/Dickdarm-Schema.svg
