s,slabel,user_slabel,o,olabel,user_olabel
FBbt:00004896,ovarian sheath,,FBbt:00004865,ovary,
FBbt:00004897,peritoneal sheath muscle cell,,FBbt:00004865,ovary,
FBbt:00047053,median layer of ovarian sheath,,FBbt:00004896,ovarian sheath,
FBbt:00005406,ovarian sheath cell,,FBbt:00047053,median layer of ovarian sheath cell,
FBbt:00004893,ovariole,,FBbt:00004865,ovary,
FBbt:00004866,germarium,,FBbt:00004893,ovariole,
FBbt:00004901,terminal filament,,FBbt:00004866,germarium,
FBbt:00048288,terminal filament cell,,FBbt:00004901,terminal filament,
FBbt:00047029,transition cell,,FBbt:00004866,germarium,
FBbt:00004867,germarium region 1,,FBbt:00004866,germarium,
FBbt:00004868,germarium cap cell,,FBbt:00004867,germarium region 1,
FBbt:00004873,female germline stem cell,,FBbt:00004867,germarium region 1,
FBbt:00004876,cystoblast,,FBbt:00004867,germarium region 1,
FBbt:00004869,germarium region 2,,FBbt:00004866,germarium,
FBbt:00004873,germarium region 3,,FBbt:00004866,germarium,
FBbt:00048531,female germline 2-cell cyst,,FBbt:00004866,germarium,
FBbt:00048532,female germline 4-cell cyst,,FBbt:00004866,germarium,
FBbt:00048533,female germline 8-cell cyst,,FBbt:00004866,germarium,
FBbt:00048534,female germline 16-cell cyst,,FBbt:00004866,germarium,
FBbt:00004903,follicle stem cell,,FBbt:00004866,germarium,
FBbt:00047835,prefollicle cell,,FBbt:00004866,germarium,
FBbt:00006049,escort cell,,FBbt:00004866,germarium,
FBbt:00048535,anterior escort cell,,FBbt:00004866,germarium,
FBbt:00048536,central escort cell,,FBbt:00004866,germarium,
FBbt:00048537,posterior escort cell,,FBbt:00004866,germarium,
FBbt:00004900,vitellarium,,FBbt:00004893,ovariole,
FBbt:00004895,basal stalk,,FBbt:00004893,ovariole,
FBbt:00004894,egg chamber,,FBbt:00004866,ovariole,
FBbt:00007030,oocyte associated follicular epithelium,,FBbt:00004894,egg chamber,
FBbt:00005402,main body follicle cell,,FBbt:00007030,oocyte associated follicular epithelium,
FBbt:00007031,nurse cell associated follicular epithelium,,FBbt:00004894,egg chamber,
FBbt:00004908,stretch follicle cell,,FBbt:00007031,nurse cell associated follicular epithelium,
FBbt:00004878,nurse cell,,FBbt:00004894,egg chamber,
FBbt:00004886,oocyte,,FBbt:00004894,egg chamber,
FBbt:00004904,follicle cell,,FBbt:00004894,egg chamber,
FBbt:00004905,border follicle cell,,FBbt:00004894,egg chamber,
FBbt:00004906,centripetal follicle cell,,FBbt:00004894,egg chamber,
FBbt:00048552,terminal follicle cell,,FBbt:00004894,egg chamber,
FBbt:00048553,anterior terminal follicle cell,,FBbt:00004894,egg chamber,
FBbt:00048554,posterior terminal follicle cell,,FBbt:00004894,egg chamber,
FBbt:00004907,polar follicle cell,,FBbt:00004894,egg chamber,
FBbt:00048555,anterior polar follicle cell,,FBbt:00004894,egg chamber,
FBbt:00048556,posterior polar follicle cell,,FBbt:00004894,egg chamber,
FBbt:00007137,female germline cyst,,FBbt:00004893,ovariole,
FBbt:00004877,cyst cell of ovary,,FBbt:00007137,,
